n_walkers,time,error_black,error_white,avg_error
50,31.227060079574585,0.03453933126893416,0.033333235060351185,0.03393628316464267
100,48.12582874298096,0.028285145586813,0.02773286400671754,0.02800900479676527
200,70.67699790000916,0.02806703584950443,0.025864907747086607,0.02696597179829552
300,115.44217777252197,0.01132057112529189,0.008207237801144351,0.00976390446321812
400,111.80403399467468,0.009413143266721435,0.006396307923940137,0.007904725595330786
500,114.12679886817932,0.017071433753337528,0.015541297012212851,0.01630636538277519
700,193.70497393608093,0.0185725018726261,0.016301579612455264,0.017437040742540683
